,Model Name,Training Window,Epochs,Hidden Layers,Losses,Batches
10,tw12_e600_b4_h200,12,600,200,"[1.03012825e-03 3.36403391e-04 1.84622640e-03 4.64502683e-04
 4.81653547e-03 1.70781745e-03 5.46635369e-03 7.74510145e-05
 5.09150840e-03 2.38411610e-02 2.57823885e-02 2.42507961e-04
 5.53336577e-05 9.13466700e-05 7.30935342e-03 2.21590162e-03
 1.93601309e-05 2.43680768e-04 3.03690599e-03 1.78429713e-04
 7.43864219e-03 2.36825583e-02 2.21028096e-02 3.61687860e-05
 2.20967714e-05 2.83235768e-04 8.48184327e-04 3.33668586e-03
 1.56897323e-03 7.66441533e-03 2.77266635e-03 1.80778960e-03
 2.14688494e-02 2.28733186e-02 3.16169943e-02 6.52656709e-06
 7.47872995e-04 5.32812570e-04 1.28958784e-02 1.60840451e-04
 1.34316367e-03 3.97003181e-06 2.57397640e-03 3.86991352e-04
 2.42258432e-02 3.55752451e-02 5.58807650e-02 1.01227339e-03
 1.28366653e-03 7.30678532e-03 1.46103120e-02 2.22060592e-04
 1.41498846e-04 6.01185699e-03 2.33718746e-02 3.68237731e-05
 2.31087733e-02 4.56657651e-02 5.01026237e-02 3.89769397e-04
 4.35241100e-05 2.36774728e-03 7.31854929e-03 5.25695734e-05
 5.71128243e-05 1.81943446e-02 4.39120901e-02 9.90235707e-05
 2.43144197e-02 5.65349230e-02 7.44391494e-02 1.97951601e-04
 2.60277871e-04 1.73788646e-03 1.18351723e-02 1.34534246e-05
 6.89908182e-05 3.43359022e-02 3.46364354e-02 3.49676728e-05
 5.96047585e-02 8.81600715e-02 7.77999462e-02 3.61842017e-05
 2.42125692e-06 3.37971667e-03 3.19823739e-02 9.63725242e-06
 6.15725185e-04 5.59586279e-02 4.02675355e-02 2.41400027e-04
 1.10167472e-01 1.19768639e-01 1.13217190e-01 4.18244390e-06
 3.61916812e-04 7.29883675e-03 2.51881528e-02 3.82666686e-04
 3.44728552e-03 7.47081318e-02 6.70055177e-02 7.05123799e-04
 2.27306165e-01 7.73101177e-02 1.54380133e-01 2.61614778e-04
 1.64896247e-03 4.16276521e-03 6.14495755e-02 1.61927789e-04
 5.23216322e-03 3.45432890e-02 7.12707577e-02 1.06366474e-05
 1.76485265e-01 8.12615758e-02 1.78599471e-01 6.44514253e-05
 1.51399402e-03 3.88923509e-02 3.44756855e-03 1.94798259e-02
 7.33248896e-04 2.11440685e-02 7.70576181e-02 5.52831240e-03
 8.09034580e-02 4.11641017e-02 3.17069161e-01 9.74189921e-03]",4
11,tw12_e600_b4_h250,12,600,250,"[1.06679679e-03 1.54659643e-02 2.01357969e-02 4.49869771e-03
 7.88084010e-04 1.47261384e-02 1.39602525e-02 3.11372213e-03
 8.50777333e-05 7.45899291e-03 7.95106195e-03 8.13591222e-03
 6.35747710e-03 1.03521804e-02 3.35244259e-02 4.81318827e-04
 6.49389466e-03 1.26049475e-03 7.64170176e-03 5.47144850e-04
 1.54638991e-03 7.74894169e-03 6.06660740e-03 5.08613393e-03
 4.46197699e-03 9.58077558e-03 1.17794304e-02 5.87473269e-05
 9.47725053e-04 1.81429018e-02 6.61349299e-03 6.14196978e-03
 1.12596055e-02 8.96518492e-03 1.45507691e-02 2.90150411e-03
 1.31245079e-03 1.83620063e-03 3.60620707e-02 2.69529924e-03
 1.35204191e-04 3.33354313e-03 6.19494348e-03 1.88308832e-03
 1.71281074e-02 2.13420620e-02 3.25975417e-02 9.30238772e-04
 9.04603249e-04 5.13754641e-04 4.24300820e-02 5.76918228e-04
 3.96059224e-03 1.73196719e-02 3.07103615e-02 8.40631357e-05
 1.81384383e-02 3.10895784e-02 3.55642173e-02 9.34811019e-04
 3.51556819e-03 5.49574275e-05 2.04585323e-02 1.69346997e-03
 7.10510656e-04 3.38109014e-02 5.47401666e-02 4.02790259e-05
 2.17972311e-02 3.83559967e-02 5.90362697e-02 2.73366676e-03
 4.11423611e-04 9.19655964e-04 2.01400811e-02 1.34883838e-04
 7.24292038e-04 5.51775714e-02 4.72890991e-02 4.57191751e-05
 4.51784564e-02 5.38143633e-02 5.97758180e-02 5.62315915e-04
 1.58099534e-04 5.50100225e-03 3.47157939e-02 1.21187662e-05
 2.73609071e-04 8.07980130e-02 6.23104001e-02 3.29929052e-04
 9.11167366e-02 6.21864287e-02 6.92483083e-02 5.86599965e-06
 5.31057416e-04 1.56164135e-02 1.98808050e-02 4.06097202e-04
 2.31741661e-03 9.31665372e-02 8.04694006e-02 3.76688492e-04
 2.58176682e-01 1.61909256e-02 7.60020699e-02 6.62168738e-05
 1.60230985e-03 1.08820447e-02 4.32210248e-02 4.37867886e-05
 2.93985267e-03 5.63149787e-02 1.26227000e-01 1.69661842e-03
 2.94909281e-01 4.50045403e-02 8.10357810e-02 8.10590794e-07
 1.35742106e-03 6.43996144e-02 1.64132924e-04 3.60014154e-02
 3.80333291e-03 8.06205973e-03 1.53880639e-01 1.59980155e-02
 9.54023446e-02 1.39768760e-01 3.72335287e-01 5.00735564e-02]",4
12,tw12_e700_b10_h150,12,700,150,"[3.13386349e-03 5.36612816e-01 2.83567498e-02 7.78412906e-02
 3.36113589e-01 5.42244416e-01 3.24134807e-01 8.13996535e-02
 1.60745975e-02 6.95283898e-02 2.41337057e-02 3.23739573e-01
 8.04711421e-02 9.81649725e-03 6.19042476e-02 6.60345717e-01
 3.43606732e-01 4.18161869e-02 1.74171791e-02 3.17781317e-01
 2.65797106e-03 6.61365733e-02 4.32297470e-01 1.68675439e-01
 1.99705288e-01 4.66503828e-02 2.17690638e-02 3.74234488e-01
 1.81087166e-02 1.28454567e-01 3.71235387e-02 1.95262085e-03
 3.93854540e-02 1.91536331e-01 1.54680949e-01 1.28330872e-02
 8.62350788e-05 1.64534724e-01 5.86692215e-02 1.17101102e-01
 5.28655772e-02 1.64843517e-01 1.53126093e-01 1.11200448e-01
 4.62424059e-02 1.69287350e-02 3.00933782e-02 3.54487922e-02
 1.29085931e-02 1.03545607e-01 1.88474233e-02 2.10122524e-01
 2.85140700e-01 1.69731550e-01 2.08835914e-03 1.33418686e-02
 1.44536810e-04 4.76396241e-03 7.13427159e-02 1.18415064e-03
 3.69984984e-03 5.31655294e-02 6.67704217e-02 1.41813248e-01
 9.54985348e-02 1.06449790e-02 1.48569887e-01 6.62745925e-02
 3.62739105e-03 1.34803376e-02 6.68383495e-02 2.51539686e-03
 2.34342407e-03 8.89366512e-03 3.58541850e-03 2.48926305e-05
 6.68826519e-04 8.16010687e-02 1.43905195e-01 6.79353627e-02
 2.39496704e-04 2.81986205e-02 5.73420010e-02 4.83400260e-06
 3.37542473e-03 1.65955758e-04 2.53775195e-02 9.01184081e-05
 1.96737919e-03 3.31647347e-02 7.63045235e-02 5.97712495e-02
 5.12275251e-05 1.74598059e-02 3.57721680e-02 7.92324329e-04
 3.82599442e-03 2.68218885e-04 1.77407781e-02 7.41084139e-04
 2.97678934e-03 1.83454849e-02 5.72227119e-02 5.80762725e-02
 1.29821981e-02 2.00929140e-02 4.59419843e-02 3.30383477e-05
 1.30170380e-02 2.02355605e-03 8.67819841e-02 1.32226152e-02
 5.04730682e-03 1.85977207e-02 1.16462121e-01 1.26159858e-01
 7.35230621e-04 6.43274059e-03 2.56850588e-02 8.76503406e-03
 2.78241961e-02 6.18057514e-03 4.49624181e-02 1.13894959e-01
 7.66643724e-02 1.69699899e-01 3.78369930e-01 1.83505043e-01
 9.66774734e-04 2.31149127e-03 4.29334263e-02 5.53436341e-03]",10
13,tw12_e700_b10_h200,12,700,200,"[5.10508476e-05 4.07551646e-02 6.54685687e-03 2.79960940e-01
 8.84216244e-02 3.05196186e-02 1.53794981e-01 1.39143071e-01
 4.34185529e-03 2.27858808e-03 9.72106087e-03 2.07611199e-02
 6.61977790e-02 4.45378688e-03 1.14627142e-05 2.62694546e-01
 3.22330832e-01 1.57107376e-01 6.40737135e-03 1.81275766e-03
 3.82337446e-03 4.27435315e-02 1.05892622e-02 1.31665976e-02
 7.22735435e-02 7.11451688e-02 6.27888791e-02 1.00532426e-01
 2.10900549e-02 1.60255446e-02 4.23842863e-08 1.30529681e-04
 2.56052729e-02 4.93733990e-02 1.24838541e-01 4.65925200e-02
 1.04671169e-02 1.01992685e-02 3.55537981e-02 1.33432681e-03
 1.95130746e-02 1.53588683e-02 2.01151057e-02 2.63093488e-02
 3.86173580e-02 1.39978617e-03 3.18111476e-03 7.58452544e-03
 4.52105172e-06 3.51404491e-02 4.05785585e-03 9.65021949e-02
 1.18823910e-01 4.35789430e-02 1.45886706e-03 3.80935567e-04
 1.52360035e-03 1.46508083e-03 1.69368337e-03 2.60249572e-03
 5.28196169e-03 3.79909962e-02 1.51520356e-02 1.07797709e-01
 9.54110759e-02 4.65151536e-03 8.17864921e-02 2.16506028e-02
 5.89180616e-03 1.39311074e-03 3.48335530e-02 4.94344533e-05
 1.12254084e-02 9.57629545e-03 1.65531600e-02 9.95761093e-04
 4.17253949e-04 4.92215748e-02 5.36257992e-02 1.70180605e-02
 1.62349443e-04 9.71352834e-03 3.30355811e-02 5.55840058e-05
 3.47900144e-06 3.43774512e-04 8.57256053e-02 4.43586698e-05
 5.30043954e-03 1.92186350e-02 2.18483459e-02 2.70191038e-02
 4.13791233e-03 1.08050537e-03 1.73760942e-02 5.71437970e-05
 4.46646440e-04 1.32837972e-03 4.92595275e-02 1.23727534e-03
 1.47128609e-03 2.59757924e-02 4.26896601e-02 6.02181379e-02
 7.01327944e-04 7.92586736e-03 2.77701953e-02 6.17040503e-03
 3.98741974e-04 2.50085388e-04 1.34224198e-01 3.83345096e-03
 6.71219485e-04 6.92717151e-03 7.65496745e-02 8.86093136e-02
 6.48643740e-03 1.76218971e-02 1.06885851e-02 1.81148612e-04
 1.24422596e-04 5.06954373e-05 7.67644308e-02 1.09127999e-01
 1.33422335e-02 3.95252428e-02 1.28105141e-01 3.46530040e-02
 6.21681980e-05 2.84081229e-02 2.11981142e-02 2.77110358e-03]",10
14,tw12_e700_b10_h250,12,700,250,"[7.52789479e-03 6.44054482e-03 8.16552947e-02 2.10227993e-02
 3.50418130e-02 1.20471120e-01 2.11490596e-01 3.26168363e-01
 2.52602730e-01 2.49403463e-02 1.74021420e-02 1.73076737e-03
 1.25737618e-01 4.18830484e-03 1.80729931e-02 6.08705604e-02
 3.52757242e-01 2.56092264e-01 1.83819133e-01 4.32909215e-02
 2.27977184e-03 3.64716754e-03 2.95735613e-02 9.64714316e-03
 6.74952281e-02 8.38736923e-02 9.32330749e-02 2.77747622e-01
 2.42379130e-01 2.63086189e-02 1.89770973e-03 1.37796440e-02
 8.91982239e-03 4.50934637e-02 3.84493646e-02 3.55782019e-02
 5.61759732e-02 1.80475367e-02 2.05753095e-02 1.99009940e-03
 2.20686177e-02 7.68172299e-04 7.70203946e-04 2.85650304e-03
 4.35888107e-02 2.18593778e-02 2.99440286e-02 4.97728949e-04
 9.89078344e-04 1.01520217e-02 8.28484737e-04 1.78849788e-02
 6.27839654e-02 7.64033147e-03 2.07526984e-03 2.51216433e-02
 1.51762499e-02 4.52641425e-04 1.35443821e-02 1.18233818e-03
 4.20405371e-04 2.59139035e-02 3.59236541e-05 4.27313449e-02
 9.51158642e-02 5.20936881e-03 1.46673580e-02 1.43576659e-04
 7.94538429e-04 2.22640770e-03 3.84876861e-02 9.73813311e-04
 5.29274927e-03 7.14583917e-03 1.30765237e-02 9.58287309e-03
 1.95755079e-02 1.29048705e-02 2.15048375e-02 6.78907882e-03
 8.43157032e-06 7.46838800e-03 4.94069656e-02 4.34835714e-04
 1.26917749e-03 1.36924153e-03 6.54819774e-02 8.22975618e-04
 8.20177997e-03 1.78705697e-02 1.26438371e-02 1.02366963e-02
 6.70755524e-04 2.50216662e-04 5.96672235e-02 5.39456718e-03
 4.23343656e-03 4.60436479e-03 4.75460795e-02 3.54591118e-04
 4.88779467e-04 1.67255729e-02 7.01702460e-03 7.24718390e-03
 7.81109710e-03 1.92540635e-02 7.49641678e-02 2.49416430e-02
 1.79164550e-04 8.51146188e-04 1.10794852e-01 1.86369952e-03
 2.11174172e-05 1.93166200e-05 1.27911498e-02 1.45225265e-02
 1.51431525e-03 3.45309789e-02 7.14847775e-02 1.22151459e-02
 1.51900535e-03 1.81098991e-03 4.26440552e-02 7.01744410e-02
 1.46536603e-03 3.01683689e-03 1.99179714e-02 7.68691114e-04
 6.01954542e-04 1.13298210e-01 1.33258638e-01 4.16009222e-02]",10
15,tw12_e700_b4_h150,12,700,150,"[6.41391868e-04 9.15579021e-04 1.13673825e-02 1.46515384e-03
 2.53409814e-04 4.53274337e-03 4.25896005e-03 3.35839522e-04
 2.17301978e-03 1.81164629e-03 1.56879760e-02 6.60535211e-05
 1.79961062e-05 1.57857179e-04 1.75152361e-02 8.78742737e-04
 3.20045415e-03 1.45564631e-07 1.52130489e-03 6.27271806e-04
 6.72037672e-03 9.16877668e-03 9.75109069e-03 3.50187427e-04
 5.08194347e-05 1.09432463e-05 3.53974392e-03 2.54715193e-04
 1.79461770e-03 1.24874379e-02 9.47912226e-04 8.09576867e-05
 1.69919988e-02 5.42218081e-03 1.79504104e-02 1.67339994e-06
 1.23588648e-03 2.55741645e-03 1.69123988e-02 2.14134280e-04
 2.26800238e-04 1.31455749e-02 1.35050443e-02 1.74715932e-04
 3.25593281e-02 3.16076154e-02 3.76767160e-02 2.30676820e-05
 1.07238361e-03 1.37333712e-02 2.02274751e-02 1.57689474e-04
 2.83008105e-04 3.65982460e-02 5.86235870e-02 1.65285335e-04
 2.52274902e-02 3.55112604e-02 4.00322359e-02 9.38542621e-05
 1.62220826e-05 8.10876847e-03 5.87091404e-03 5.87486974e-05
 4.15114452e-06 4.17230573e-02 6.96104519e-02 3.34048480e-04
 1.13379957e-02 1.84573838e-02 5.90914676e-02 3.50533738e-05
 2.14611590e-03 8.59553981e-03 7.87297984e-03 5.01718909e-04
 5.51607049e-06 5.19065226e-02 4.46701135e-02 7.86569104e-07
 4.15744641e-02 2.70022474e-02 3.70549918e-02 2.93409925e-04
 2.43107187e-03 1.43110289e-02 2.60615884e-02 2.21276219e-04
 5.25511811e-05 7.51467431e-02 4.81894960e-02 2.22154753e-04
 7.98842213e-02 6.66148981e-02 6.78949917e-02 9.65614927e-05
 6.46892844e-03 2.67414211e-02 2.23861988e-02 3.61374007e-04
 2.10241256e-03 9.09036866e-02 6.99402725e-02 1.06359865e-03
 1.69260926e-01 4.60467909e-02 9.12795828e-02 8.74074190e-04
 2.39441362e-04 2.33385948e-02 4.33692732e-02 4.83353134e-05
 2.15308820e-03 3.98958801e-02 9.13561061e-02 4.47747836e-03
 1.54023041e-01 1.35292425e-01 1.68520146e-01 6.20851272e-04
 9.43776598e-03 9.63525644e-02 1.29847551e-06 9.72283572e-03
 7.98588049e-05 1.37790454e-01 3.25760595e-01 5.00517115e-02
 1.03317684e-01 2.39468343e-01 4.22305337e-01 6.23691172e-04]",4
16,tw12_e700_b4_h200,12,700,200,"[2.64380525e-05 1.81366121e-03 6.43525540e-03 5.84945043e-05
 1.14545225e-03 5.36175536e-03 1.04615562e-02 1.22842971e-03
 1.07534471e-03 1.47260950e-02 1.86298421e-02 1.58301916e-03
 1.25301464e-03 1.04345913e-03 1.59293337e-02 2.15176096e-04
 7.94179766e-04 4.05595279e-04 5.95469597e-03 3.10129369e-04
 3.54668373e-03 1.50192356e-02 1.53519033e-02 5.15252649e-04
 5.77069993e-04 1.77584047e-03 4.26987415e-03 7.27466052e-04
 5.25531525e-05 1.37678849e-02 5.97300680e-03 4.68531327e-03
 1.31829967e-02 1.58306226e-02 2.28908102e-02 5.70089535e-04
 1.41760247e-05 8.07374168e-07 2.20858521e-02 1.43083571e-03
 5.31337549e-05 1.16895604e-03 5.55243859e-03 1.91324533e-03
 1.69016493e-02 2.57062719e-02 4.25450177e-02 7.47478581e-06
 1.69599020e-06 4.17892880e-03 2.43594338e-02 1.03803510e-04
 1.44712415e-03 1.22954621e-02 3.06097197e-02 3.82619611e-04
 1.44493889e-02 3.52933885e-02 3.84727434e-02 2.09671975e-04
 1.40381874e-03 8.96038348e-04 1.30122705e-02 9.43535027e-04
 3.76177344e-04 2.67856751e-02 5.56248078e-02 4.03182918e-04
 1.44236357e-02 4.00888017e-02 5.77842084e-02 2.04482572e-03
 2.12363871e-04 5.52770974e-04 1.67563865e-02 3.36721595e-04
 1.43877170e-03 4.59309723e-02 4.80734593e-02 5.52016594e-04
 4.41609987e-02 5.87905194e-02 5.94056246e-02 1.05029772e-03
 5.91638848e-04 1.87798987e-03 3.58089716e-02 5.07888013e-04
 2.69466859e-03 7.03538122e-02 5.57683340e-02 3.63737593e-05
 8.90934351e-02 8.36535233e-02 8.56231917e-02 3.77182333e-04
 1.19873928e-04 4.97515948e-03 2.46605714e-02 3.47806775e-05
 6.23403943e-03 8.79239239e-02 8.34234645e-02 1.49488056e-03
 2.04217076e-01 5.04756704e-02 1.12631483e-01 1.03696915e-05
 4.55741871e-03 1.65049130e-03 6.21456474e-02 1.00458536e-03
 1.00570052e-02 5.09128173e-02 9.12660863e-02 2.30327697e-05
 1.87652817e-01 5.62328071e-02 1.28897235e-01 4.44399888e-07
 2.09088082e-05 2.93060318e-02 5.20352507e-03 3.33978082e-02
 2.00699128e-06 2.72752072e-02 8.97938813e-02 1.82282806e-02
 1.25881423e-01 2.20497084e-02 2.32869994e-01 1.25347399e-02]",4
17,tw12_e700_b4_h250,12,700,250,"[3.60549555e-03 9.64063421e-05 2.21156039e-03 9.56837131e-04
 4.25772317e-03 3.51220807e-03 1.56301983e-03 2.73793789e-03
 7.46102128e-03 8.39290803e-03 2.40491287e-02 2.91360325e-04
 9.50902153e-04 1.68569606e-03 7.04670902e-03 1.28335477e-03
 2.45569496e-06 1.75554426e-04 5.69693968e-04 1.79538539e-03
 1.14286245e-02 1.54367578e-02 1.61881525e-02 1.47468758e-04
 1.26880379e-03 8.50101846e-04 3.32531455e-04 2.02978939e-03
 5.20841988e-04 6.98441372e-03 1.22591381e-04 3.23829790e-05
 2.34102941e-02 9.53058579e-03 2.42809164e-02 4.15189748e-04
 2.86870751e-03 4.95369291e-03 1.04702394e-02 1.69421309e-04
 2.84396856e-03 1.82384680e-03 3.39484502e-03 3.62219350e-06
 2.94602414e-02 2.68076383e-02 4.16687381e-02 5.96154137e-04
 2.79128399e-03 1.82871542e-02 1.35201211e-02 1.08601178e-03
 2.83702413e-04 1.09911903e-02 2.30759123e-02 6.08723104e-04
 1.99180892e-02 2.69087009e-02 4.16501732e-02 5.01798350e-04
 5.55172722e-04 9.74846579e-03 4.22064610e-03 8.65220331e-05
 8.46247702e-05 2.73593186e-02 4.55909873e-02 7.10553601e-05
 1.57696079e-02 2.72646212e-02 6.85311915e-02 6.19200870e-06
 3.74737819e-03 6.93415073e-03 9.29045643e-03 4.33988456e-04
 4.99505775e-04 5.05118211e-02 4.39518458e-02 5.84514328e-05
 4.86336376e-02 5.19280920e-02 7.31953581e-02 3.97845262e-05
 1.79246955e-03 7.80558786e-03 2.93322427e-02 6.85273992e-05
 1.71121636e-03 7.93166708e-02 5.31572561e-02 5.82158464e-06
 9.41731103e-02 9.67189475e-02 9.02312144e-02 4.93460932e-06
 1.44585694e-03 1.10052032e-02 2.09150457e-02 1.58174532e-05
 9.28167566e-03 9.70273100e-02 7.11798792e-02 7.29782883e-04
 2.03006613e-01 6.55535421e-02 1.20662065e-01 2.43937682e-05
 5.39288940e-04 6.60139009e-03 3.89129199e-02 2.41150479e-05
 2.15407507e-02 8.01869450e-02 8.71232231e-02 2.52717636e-04
 1.72729827e-01 9.21961142e-02 1.27597348e-01 3.52713885e-06
 4.39246063e-03 1.07670822e-01 1.06713118e-01 5.46375836e-01
 3.09855537e-01 6.62367065e-02 2.69046923e-02 2.99450807e-02
 1.29404006e-02 4.25669536e-02 2.01850712e-01 4.11592297e-03]",4
18,tw12_e800_b10_h150,12,800,150,"[1.88169380e-02 3.72597136e-01 9.63783697e-03 1.45592832e-02
 2.36284246e-01 2.84832116e-01 8.30082410e-02 1.18740293e-04
 4.87276663e-03 3.43532087e-02 1.87467707e-01 7.08021941e-02
 5.44800059e-02 3.29833136e-02 7.37647694e-03 8.94841550e-02
 3.04611056e-02 5.26645576e-02 2.34471691e-03 2.96330833e-02
 7.09574534e-02 1.26896536e-01 1.19375496e-01 5.35705147e-03
 1.60449668e-03 6.73328088e-02 1.08800445e-03 1.52084112e-01
 5.26982122e-02 3.86071683e-02 3.63396677e-02 1.89867068e-02
 6.47850570e-02 4.15668527e-02 1.83218785e-02 6.53299393e-03
 2.71308519e-02 1.80895517e-02 1.16829613e-02 1.23253944e-01
 2.06278189e-01 1.47916672e-01 4.27440182e-02 5.13196291e-03
 1.17158607e-02 7.82299387e-03 1.02064210e-02 1.88411148e-04
 3.32694513e-04 3.48467702e-02 5.40657371e-02 2.88098327e-01
 3.21113944e-01 1.16803153e-01 5.18783260e-03 6.96854228e-05
 1.18417062e-04 3.39989299e-03 1.07182613e-02 5.40337705e-03
 8.10654656e-03 1.26254596e-02 5.11856947e-02 2.06327759e-01
 2.33876085e-01 3.02328383e-02 1.55664992e-02 2.06606720e-02
 9.99024689e-03 3.08548565e-03 2.51265065e-02 8.82310357e-03
 4.26839425e-03 1.22045223e-02 1.79053829e-02 1.20108803e-01
 1.26542347e-01 1.32519634e-03 3.66911048e-02 7.07017803e-02
 2.12630414e-02 3.61371046e-03 2.60440745e-02 3.81333790e-03
 5.08759632e-03 6.48514614e-03 5.71776061e-04 4.21481816e-02
 5.98887567e-02 4.04968526e-03 6.29701931e-02 1.12530357e-01
 3.29547040e-02 2.60930130e-04 2.97484336e-02 6.03430627e-04
 1.59704729e-03 4.64826177e-03 8.06447740e-03 7.83003870e-03
 8.51268906e-03 2.16816751e-02 7.31359868e-02 7.57370628e-02
 4.35617895e-03 2.23250933e-03 3.23842693e-02 1.91939531e-07
 1.19517168e-02 7.46512544e-04 7.37010878e-02 4.49665056e-03
 1.38860158e-03 1.81637337e-02 1.19203990e-01 1.06252260e-01
 1.60958397e-04 2.74217419e-06 5.29639583e-03 1.89321354e-02
 2.29843920e-02 1.45837251e-03 2.88014737e-02 7.62342352e-02
 4.21814127e-02 1.30282015e-01 3.29308139e-01 1.48093577e-01
 6.74687657e-05 1.03874919e-03 3.03687229e-02 2.05477031e-02]",10
19,tw12_e800_b10_h200,12,800,200,"[2.87427144e-03 1.94902843e-02 1.12437739e-04 1.44246789e-01
 6.06582201e-02 2.34509790e-03 3.99000650e-02 1.18727609e-01
 6.30667019e-03 7.59329969e-04 2.05587093e-02 2.15618561e-02
 4.24262147e-02 5.15787565e-03 9.26156553e-04 1.65078849e-01
 2.04690729e-01 9.69975968e-02 4.15811814e-04 5.28284716e-04
 5.21223757e-03 1.20032658e-02 1.45185618e-02 1.08748643e-02
 5.82745660e-02 5.54341903e-02 2.64899993e-02 5.66517626e-02
 2.86457480e-02 1.98574369e-03 3.89957713e-05 6.85206673e-04
 3.15041057e-02 3.74883798e-02 7.18627459e-02 1.98490186e-02
 7.85069579e-03 1.13125444e-03 2.38010515e-02 6.47606295e-03
 3.73444915e-02 1.01447202e-02 3.44086980e-03 2.02172148e-02
 5.41328785e-02 5.75304455e-04 3.06300952e-03 2.89328428e-03
 2.63342596e-03 2.88870574e-02 4.65321882e-03 5.52464256e-02
 9.38194158e-02 1.91768611e-02 2.46614048e-03 1.04157792e-03
 3.33398709e-03 3.09385602e-04 8.37690533e-03 4.35125362e-04
 2.25006090e-03 2.68577844e-02 9.55384817e-04 3.71610903e-02
 6.00732645e-02 3.50847178e-03 5.74917342e-02 1.94864677e-03
 9.97046138e-04 9.18496992e-03 4.40018750e-02 8.47155250e-04
 1.61009315e-03 3.67979525e-03 2.03469375e-02 2.71155717e-03
 1.25133663e-02 1.14924351e-02 1.74678373e-02 1.03963594e-03
 3.34120203e-03 9.73215198e-03 3.76290530e-02 5.45679810e-04
 4.37192364e-04 1.39744004e-03 3.94366539e-02 6.24334723e-03
 2.27303963e-02 7.11119831e-03 1.29558442e-02 9.10121224e-03
 6.72855392e-05 2.95885772e-03 4.65750322e-02 4.35870748e-04
 4.90909802e-04 6.02831853e-03 2.94202967e-02 2.81300051e-03
 4.17426686e-03 1.74709944e-02 2.02087619e-02 7.72153527e-03
 4.23349035e-02 3.91444936e-04 4.97630343e-02 5.69533019e-03
 1.11204771e-03 4.34690754e-05 1.06564051e-01 1.36979574e-03
 7.38774333e-04 1.08233722e-04 2.32685875e-02 7.63089911e-03
 1.94036483e-02 1.40690006e-03 2.00681125e-02 8.13369320e-06
 9.18606071e-06 2.17518825e-03 4.35898802e-02 7.55119171e-02
 5.74270390e-03 2.29667687e-02 7.73579850e-02 4.47604266e-05
 7.89032705e-02 4.07222080e-03 4.00844011e-02 1.00779149e-05]",10
20,tw12_e800_b10_h250,12,800,250,"[6.72061126e-03 1.03755503e-01 1.19328608e-01 2.35324093e-01
 2.59344471e-01 9.19197624e-02 2.57831350e-02 4.17961270e-02
 3.38299305e-02 1.61417573e-01 2.32926984e-01 1.00303107e-01
 9.24366337e-02 5.07239789e-02 7.77248657e-03 7.15904615e-02
 5.63594087e-02 4.51545617e-03 1.62044311e-02 1.40901352e-02
 5.29512383e-02 4.18637358e-02 6.69777236e-03 2.22539240e-02
 5.58713251e-02 2.72756994e-02 1.53300066e-02 8.81937534e-02
 5.52748832e-02 3.29529673e-04 1.05864042e-02 2.62208599e-02
 2.01603239e-02 6.57185826e-02 9.07763678e-02 3.17728447e-02
 1.02283878e-02 9.62068791e-03 9.14821887e-03 7.34920135e-03
 3.23948516e-07 3.10020009e-03 6.83700311e-06 7.64453209e-04
 1.35754514e-03 2.68033445e-04 1.45300983e-02 1.00900664e-03
 7.08823897e-03 1.75422879e-02 3.63365626e-03 2.18010240e-03
 1.61087294e-05 1.70384776e-02 5.78527737e-02 2.29109248e-02
 9.79599218e-05 1.09688245e-02 3.65848148e-02 9.07297898e-04
 6.75938156e-03 4.42304386e-03 4.54793679e-02 5.40162025e-03
 3.17432411e-04 3.42299962e-02 1.16477678e-01 6.51704799e-02
 2.64094396e-02 1.79414050e-03 8.56216715e-03 1.07733632e-02
 1.72643829e-02 2.33584041e-02 9.58436780e-02 3.11255581e-02
 2.42983202e-02 1.32382196e-01 2.21126930e-01 1.70287319e-01
 5.07059880e-02 3.50175288e-03 3.02487294e-03 1.44136944e-02
 3.20102445e-02 3.33588125e-02 1.76580065e-01 7.27823653e-02
 6.56474227e-02 2.46539004e-01 3.59936320e-01 3.11140352e-01
 7.45907094e-02 4.54241766e-04 3.60307411e-02 8.15332326e-03
 7.47993848e-03 2.45827360e-02 2.61264175e-04 1.27442651e-02
 8.80850948e-03 2.26670906e-02 1.04433344e-01 1.16203263e-01
 6.75535156e-03 5.33207392e-02 1.39841214e-01 3.09576992e-02
 1.79564617e-05 7.83003607e-05 7.66948492e-02 1.48656739e-02
 4.07660754e-03 1.72106446e-02 1.51556222e-01 1.95262006e-01
 8.72710687e-03 4.99039665e-03 3.40451118e-02 3.84992787e-03
 2.67685893e-02 1.08459338e-02 4.89671965e-02 8.63576207e-02
 4.29854399e-02 1.37800632e-01 4.42505268e-01 3.37221605e-01
 4.05165049e-02 3.15841629e-03 2.63389339e-02 8.85240370e-03]",10
