,Model Name,Training Window,Epochs,Hidden Layers,Losses,Batches
32,tw15_e600_b10_h250,15,600,250,"[5.96759072e-03 9.18353045e-03 8.43546676e-07 4.01083167e-05
 4.60132484e-05 3.11537518e-04 9.85048337e-03 1.10409439e-02
 2.15297758e-03 1.19639598e-04 2.39876575e-03 1.27834122e-02
 3.55885542e-03 2.31223927e-03 3.28250809e-05 8.30733114e-03
 4.80233247e-03 2.25299097e-03 9.62963487e-05 4.05413195e-05
 1.65375158e-02 7.42686424e-03 2.03436686e-02 1.71732721e-02
 1.30438446e-04 1.86148082e-03 1.86375879e-02 1.06995226e-02
 3.66790906e-02 2.07070386e-03 8.54569526e-03 3.90244368e-03
 5.07796507e-02 2.39949008e-02 3.05467814e-02 7.58952578e-02
 1.07977834e-02 9.49546050e-03 9.02150072e-03 1.17532517e-02
 2.28203887e-02 3.68904277e-03 9.50087447e-03 1.28089184e-03
 3.02915259e-02 6.31618807e-05 1.27155720e-02 9.17713863e-04
 1.34987625e-02 5.67835706e-05 1.15902255e-06 1.37461735e-03
 1.85625085e-06 6.70856640e-04 1.57869161e-04 2.23000908e-05
 2.52251472e-02 2.63762115e-03 1.04646108e-02 3.16491148e-03
 1.44084102e-02 2.83443453e-04 4.58085082e-02 3.32638665e-02
 3.74116049e-08 1.94074718e-03 5.71149865e-03 3.90538206e-03
 5.52993814e-02 2.24262836e-02 7.52120952e-03 1.53188687e-02
 1.63986017e-03 8.14539273e-04 8.54118828e-02 1.27709848e-01
 5.26645097e-02 4.62400299e-04 2.77181901e-03 6.88707627e-04
 5.98963301e-02 4.79390909e-02 2.04866588e-02 8.82248469e-02
 4.38274867e-03 1.45134967e-02 1.36934939e-01 1.95319250e-01
 1.49849968e-01 1.46404337e-02 8.69242116e-04 8.33216304e-04
 8.60405169e-02 7.19832052e-02 2.91700187e-02 9.50025111e-02
 5.28850541e-03 1.89242076e-02 1.41487654e-01 2.26801113e-01
 1.92251529e-01 9.80056216e-06 1.85195356e-05 6.22109721e-03
 3.06186574e-02 4.06418466e-02 4.87649647e-04 4.78677202e-02
 7.71714953e-04 1.01156574e-02 5.07310806e-02 1.36822297e-01
 6.85935810e-02 9.10328786e-03 2.93538480e-02 2.18982344e-01
 3.51634700e-02 1.07791447e-01 7.99343181e-02 3.31116005e-02
 3.45586891e-02 9.34004242e-03 2.48673544e-02 9.15418513e-02
 4.51606984e-02 3.80573855e-04 1.53234982e-02 2.37135253e-01
 6.45303568e-03]",10
33,tw15_e600_b4_h150,15,600,150,"[5.95579989e-03 2.04901398e-02 9.61555527e-04 1.00669810e-03
 2.43171895e-02 4.40896275e-02 3.40474787e-02 5.20532892e-03
 1.41414769e-02 3.19435376e-03 1.58482512e-02 6.28089913e-05
 1.79068664e-02 7.91049758e-03 1.13292215e-02 4.12511326e-03
 2.19524838e-02 3.37684339e-02 1.52716282e-02 5.55103908e-04
 1.06173112e-02 1.39116036e-03 6.76179768e-03 4.49285479e-03
 2.60829935e-02 2.63311885e-02 3.01470928e-03 2.49307365e-02
 2.55384190e-02 4.87314853e-02 1.27818622e-04 2.37150760e-03
 1.35915796e-02 2.55468024e-03 1.29076044e-02 8.56463857e-04
 9.00652137e-03 5.47712026e-02 6.00424544e-02 2.11716692e-02
 7.14147644e-03 3.78651066e-02 1.78381679e-05 4.57489645e-04
 2.00222658e-02 1.39087912e-04 2.42783716e-02 7.91647076e-04
 1.46254095e-02 3.98611418e-02 3.75661172e-02 2.06888375e-02
 5.81862667e-02 2.06277443e-02 2.24380553e-03 9.77829509e-04
 2.06755831e-02 4.50583090e-04 1.30026922e-02 1.34020971e-05
 1.34195450e-02 5.93792635e-02 1.82017199e-02 1.79393970e-03
 6.56614190e-02 1.88221978e-02 4.88801375e-04 1.16550625e-04
 5.01883806e-02 2.19842966e-04 1.44334731e-02 2.57697708e-05
 3.43723871e-02 6.83697545e-02 1.13384288e-04 2.11161846e-05
 4.27364584e-02 5.23139512e-02 1.20587188e-03 4.39646613e-04
 4.85968684e-02 7.45726979e-04 2.53597790e-02 8.83344775e-04
 4.31403961e-02 5.56855118e-02 9.18577253e-03 1.30134332e-04
 4.56239583e-02 1.27953217e-01 1.03261913e-02 1.44074386e-05
 5.13321295e-02 8.22472126e-08 4.18155425e-02 6.69141161e-05
 3.87731393e-02 1.71543044e-02 1.92566867e-02 2.82361721e-04
 6.36052346e-02 4.35450185e-01 2.89682218e-03 1.02610321e-04
 4.99309103e-02 3.18417009e-03 4.68442319e-02 1.44657208e-03
 5.75265426e-02 2.33881292e-02 2.77643154e-04 9.76096894e-04
 1.71829026e-01 6.99629475e-01 1.35934003e-02 1.46238191e-04
 1.03041054e-01 1.63757278e-03 1.16452434e-01 1.37996306e-02
 1.05787151e-04 4.63980632e-02 3.97541172e-03 6.40277282e-03
 4.38102199e-01 6.16939726e-01 5.93371902e-06 2.01909783e-02
 1.44107628e-01]",4
34,tw15_e600_b4_h200,15,600,200,"[5.18740330e-03 3.27339677e-02 1.18216206e-02 4.48389337e-04
 2.85155980e-02 3.69322046e-02 7.86475813e-02 2.21607126e-02
 1.55940656e-02 3.57445392e-03 1.39100284e-02 2.32466988e-08
 2.10850520e-02 2.31583582e-02 3.76530947e-02 1.05540236e-04
 2.55811673e-02 4.02263353e-02 7.37676976e-02 2.55801934e-03
 1.10497389e-02 2.88284826e-03 7.05751069e-03 3.84257817e-03
 2.73922970e-02 3.79223433e-02 1.24056330e-02 1.29832338e-02
 2.23040568e-02 9.61898968e-02 4.07916566e-02 4.98628371e-07
 1.28856596e-02 4.73148444e-03 1.34147397e-02 1.19149256e-03
 1.08444720e-02 5.84974284e-02 6.00513566e-02 1.28720327e-03
 1.61540099e-02 9.69452640e-02 1.67651178e-02 4.60618442e-04
 2.04416213e-02 6.34247643e-04 2.56744299e-02 4.35163906e-04
 2.07515021e-02 4.31788834e-02 3.14212596e-02 6.19567535e-03
 5.47434189e-02 5.16585447e-02 8.72231464e-04 6.59563712e-04
 2.19794892e-02 2.20055121e-04 1.55994103e-02 6.54604207e-04
 2.00176568e-02 5.87720094e-02 1.00219409e-02 2.06073375e-04
 9.43110883e-02 3.67499571e-02 4.16944395e-03 1.28064029e-04
 4.86458259e-02 2.33340239e-06 1.78272859e-02 5.96974493e-04
 3.65568450e-02 5.48994379e-02 1.29378013e-04 1.31165088e-03
 6.42849845e-02 5.19305623e-02 6.07584022e-05 1.39227834e-04
 4.16672780e-02 2.41938843e-04 2.85556866e-02 5.38343876e-04
 3.79480620e-02 4.28143539e-02 8.82092859e-03 7.74232154e-05
 4.67912386e-02 9.40803599e-02 1.75732456e-03 3.69751174e-07
 4.25702217e-02 1.90533649e-06 3.80205225e-02 5.84645171e-05
 3.46715181e-02 1.73200445e-02 1.47310646e-02 4.40719574e-04
 4.15943576e-02 2.87354498e-01 4.33195794e-04 3.97748168e-04
 3.55859204e-02 3.27958342e-03 3.75369497e-02 2.70401251e-03
 4.13109586e-02 2.31926757e-02 1.06261570e-06 1.65306304e-03
 1.23357758e-01 5.33088928e-01 1.44470810e-02 3.30118857e-03
 6.52915561e-02 8.84927115e-04 1.04674175e-01 2.53684624e-02
 2.05568331e-03 4.48537398e-02 1.15220117e-02 4.28817602e-03
 4.34897486e-01 6.09648244e-01 1.42782732e-01 5.55045454e-02
 6.30934726e-03]",4
35,tw15_e600_b4_h250,15,600,250,"[5.65638796e-03 2.96104735e-02 2.81726731e-03 3.21877273e-04
 2.00917383e-02 4.61137703e-02 3.40803933e-02 7.77600771e-03
 9.23484962e-03 1.14892058e-03 1.32024467e-02 2.67737822e-05
 1.40537498e-02 8.23164295e-03 1.02038078e-02 2.72844617e-03
 1.78890842e-02 3.85340995e-02 1.83422962e-02 5.24207335e-04
 1.17487223e-02 1.70514654e-04 4.67319973e-03 1.30500302e-03
 1.34979869e-02 1.14917179e-02 9.90234966e-05 1.06502253e-02
 3.61976402e-02 8.08974904e-02 1.06920828e-03 5.59980478e-03
 2.60434829e-02 1.39280153e-05 9.79943770e-03 4.14113845e-03
 3.19810768e-03 2.97574682e-02 2.07442216e-02 9.87226531e-03
 2.80692468e-02 8.23209294e-02 2.63932649e-03 7.08420490e-03
 3.83514851e-02 3.06760315e-03 2.32918145e-02 1.43936933e-04
 1.75718652e-02 3.06139485e-02 1.32188887e-02 1.50068840e-02
 1.49068764e-01 2.20002249e-02 7.02189272e-02 1.07885801e-03
 2.23790095e-02 2.45227623e-03 1.60467544e-02 1.21404381e-04
 1.22567162e-02 4.98806512e-02 9.27798080e-03 2.62151566e-03
 1.19370875e-01 3.35873030e-02 1.75789058e-02 1.18826692e-04
 4.55062942e-02 2.49846363e-03 1.86188201e-02 3.13514285e-04
 3.54583540e-02 6.89873150e-02 4.03630608e-03 1.15965639e-03
 1.11624787e-01 1.77340998e-01 4.32515980e-03 1.26720982e-03
 4.94981722e-02 3.32073115e-03 3.95904919e-02 3.66210056e-05
 5.05604689e-02 5.47726158e-02 4.43011313e-02 1.44717446e-04
 2.18024490e-01 3.09736072e-01 2.44815718e-04 4.66251811e-05
 3.83443738e-02 5.12374838e-04 5.33038076e-02 1.07581969e-04
 3.17079449e-02 1.15197229e-02 3.86880320e-02 1.01705153e-04
 2.14606399e-01 6.93881485e-01 1.39160314e-02 4.96769772e-05
 3.66052419e-02 9.35610435e-03 5.10205411e-02 1.48950892e-05
 5.52864309e-02 2.28355271e-02 8.82125608e-03 1.76831385e-06
 3.98324450e-01 1.03775316e+00 6.60903306e-03 1.56173897e-03
 5.84262740e-02 1.26427177e-03 8.69937274e-02 1.31207420e-02
 1.00977359e-03 5.29650509e-02 2.98682879e-02 2.06174300e-02
 1.02362766e+00 1.38474548e+00 6.08692810e-02 4.56622357e-03
 6.00113391e-02]",4
36,tw15_e700_b10_h150,15,700,150,"[1.47574454e-04 4.64633723e-04 1.57749358e-02 6.45571728e-03
 6.06062932e-03 5.78527730e-03 1.27070375e-04 7.98092762e-05
 1.66222616e-02 2.25828240e-04 8.46629372e-03 3.54739121e-02
 6.93162212e-05 2.62158123e-02 1.31028908e-02 2.65504425e-02
 1.84501087e-02 1.03955141e-02 3.97506598e-03 2.35202466e-03
 2.33101024e-02 6.28072908e-03 2.27563153e-02 2.88537174e-02
 4.28615442e-03 2.43810862e-02 6.08066959e-02 2.53131501e-02
 6.45420014e-02 6.94584191e-03 1.62247264e-02 3.69930965e-03
 3.44169602e-02 1.07281739e-02 2.22052421e-02 8.99324639e-02
 1.40095724e-02 3.78658141e-02 6.13214583e-02 4.76563798e-02
 5.19313187e-02 6.42466399e-03 5.72443413e-03 2.20379718e-03
 1.24237901e-02 2.37084505e-04 2.24425945e-04 6.79238863e-02
 3.58318999e-05 3.26959652e-02 4.99613551e-02 5.10167446e-02
 1.66430167e-02 1.11763332e-03 4.17268522e-03 2.64642491e-02
 1.76183624e-04 7.67875117e-03 8.71501692e-03 4.28791060e-03
 8.62952000e-03 6.20480037e-04 9.74908961e-03 1.52291718e-02
 5.47126551e-04 5.51088939e-03 1.96831341e-02 2.56635625e-02
 1.44385434e-02 2.04142296e-05 7.40021852e-03 3.05075773e-02
 4.60981334e-03 2.46371138e-02 8.55364176e-02 1.09955276e-01
 6.66859579e-02 1.15887476e-02 1.74591415e-03 3.44497223e-05
 5.25699037e-02 2.00766686e-02 2.10114536e-02 1.10546159e-01
 1.59535334e-02 8.03099124e-02 1.65108771e-01 2.26271556e-01
 1.74615200e-01 4.04649959e-02 1.72883631e-02 6.11748880e-03
 9.05939622e-02 4.53814520e-02 3.06109920e-02 1.28057640e-01
 2.03103490e-02 1.11452895e-01 2.07492311e-01 3.19577563e-01
 2.68628129e-01 1.99935328e-02 4.42423090e-02 6.70701455e-03
 1.10568694e-01 9.29443166e-02 5.10314874e-02 2.51245347e-01
 4.63906907e-02 2.24802596e-01 2.41225167e-01 5.72696942e-01
 4.06271657e-01 1.05019766e-01 1.12563371e-01 9.03454527e-02
 3.38072649e-01 1.93054265e-01 1.06916838e-01 2.37820216e-01
 2.09572341e-01 1.65649417e-01 4.30790748e-01 5.93258148e-01
 2.44451865e-01 9.62811287e-02 2.45856122e-01 1.90616570e-02
 2.57541628e-04]",10
37,tw15_e700_b10_h200,15,700,200,"[3.29187850e-04 1.19930677e-02 7.40195825e-04 2.83673700e-02
 8.76073221e-04 2.12471484e-01 1.20338207e-02 2.15445300e-02
 9.33358408e-02 9.65040465e-02 4.98816105e-03 2.92979229e-02
 1.52965776e-03 7.41230790e-04 3.40622824e-03 5.25523714e-04
 8.64598377e-03 6.13122591e-03 3.07113652e-03 1.00447078e-01
 1.82013963e-02 3.91325432e-04 1.31975298e-02 1.28499328e-02
 1.06198196e-03 3.56547048e-04 1.01797504e-02 4.68678623e-05
 3.19840094e-03 8.57772971e-02 8.77535479e-02 4.88401639e-02
 1.27546119e-02 1.17025097e-02 4.45613410e-03 1.51250477e-02
 7.70683510e-03 2.07438095e-02 5.66249519e-03 2.18753754e-04
 1.75755429e-03 3.71762359e-02 1.35517916e-02 3.10282910e-03
 2.28898904e-02 5.00960198e-04 1.26218232e-02 5.83424805e-03
 1.02357254e-02 1.00256070e-03 2.14635061e-03 5.14635201e-03
 9.94108321e-03 2.22384908e-02 1.29147735e-03 2.35743335e-03
 3.45528832e-02 1.98753164e-03 1.56663408e-02 2.32422661e-03
 3.31787659e-02 3.44896368e-02 1.92162863e-04 1.38083041e-02
 1.65063538e-03 1.77807541e-03 1.17676393e-03 6.33209307e-04
 5.41360543e-02 7.19518848e-04 1.13864489e-02 5.56580130e-04
 4.76986160e-02 5.13510442e-02 1.81086752e-05 5.59923053e-03
 9.54580971e-03 3.88938290e-05 1.67717102e-03 5.38430853e-03
 6.50130212e-02 9.71691233e-03 4.49370381e-03 6.54743893e-03
 3.96723769e-02 6.05958362e-02 3.25893455e-03 1.15302149e-05
 2.89430711e-03 1.35399742e-03 3.48906625e-03 1.88386768e-02
 1.27568158e-01 5.51723631e-02 7.81423180e-03 5.48580193e-02
 1.75321153e-03 4.32602321e-03 1.59947247e-03 2.08944746e-03
 3.21079382e-02 2.60807369e-01 4.26452773e-02 1.63893586e-05
 1.15928223e-01 1.17394022e-01 3.77008482e-02 2.02865578e-01
 3.13116401e-02 4.43198214e-02 5.30137454e-02 6.50334638e-02
 3.22651958e-04 2.20779050e-01 1.39427161e-01 2.25482429e-02
 1.32017205e-01 1.43123221e-01 7.95114013e-02 2.16186216e-01
 2.86567358e-01 1.96211398e-01 3.61449816e-01 4.88277787e-01
 1.01803789e-01 3.03171133e-02 4.12357727e-02 7.50854136e-02
 5.49054887e-02]",10
38,tw15_e700_b10_h250,15,700,250,"[2.52096021e-05 5.25859104e-03 3.48603950e-03 6.57901591e-03
 6.39269427e-03 3.83852234e-03 6.51129698e-02 1.39955859e-02
 2.12651823e-02 3.79073019e-04 5.37645630e-03 2.17391560e-02
 6.10650063e-02 3.27315305e-04 1.79500431e-02 8.76787466e-03
 2.98379484e-04 3.11191911e-02 1.00963662e-02 2.67338882e-03
 1.69159957e-02 1.97325324e-03 1.03671409e-02 2.74982895e-04
 3.33962505e-02 1.27639895e-03 9.02346532e-07 1.59181268e-02
 1.18532544e-04 2.17948387e-02 1.40063817e-03 2.74789203e-04
 2.27149015e-02 1.77237089e-03 9.44776770e-04 1.96445676e-03
 3.55531574e-02 5.72408238e-03 4.87888480e-03 1.19721954e-02
 2.40493813e-03 1.88638990e-02 1.16368590e-04 4.15619798e-04
 2.00134110e-02 1.00245531e-04 1.56413658e-02 4.92051907e-03
 5.82385424e-02 6.67246952e-05 1.08421327e-03 6.80466355e-03
 1.15020905e-02 3.63644853e-03 6.03488491e-05 3.60915965e-06
 3.24609066e-02 6.90341940e-03 1.40334282e-02 7.05613875e-07
 3.46623416e-02 1.00269523e-02 1.07075830e-03 1.74447949e-03
 2.47275596e-02 1.03497970e-03 1.02117930e-04 3.91086113e-04
 6.94795823e-02 6.91997019e-03 4.59579545e-03 8.73158528e-04
 4.62278785e-02 7.63079758e-03 3.99107007e-03 5.16007402e-03
 2.96252844e-03 2.48443497e-03 2.90645018e-04 9.57093428e-04
 6.79638308e-02 1.14184379e-02 6.42014283e-03 1.19859795e-02
 5.91021230e-02 5.72244863e-03 1.31713959e-02 2.70471458e-03
 1.08369716e-03 5.54700940e-04 4.52070162e-04 3.90417156e-03
 8.41714463e-02 2.36440099e-02 1.76696866e-03 1.41036606e-02
 4.70974093e-02 1.68014701e-03 1.23267471e-02 5.58410382e-04
 4.16938060e-04 5.00438909e-02 3.84893713e-03 3.58699440e-03
 7.17924663e-02 6.88517060e-02 7.14691323e-04 5.12091378e-02
 3.00198343e-02 1.01325008e-04 4.50104873e-03 1.90201897e-02
 5.69058051e-03 1.06245104e-02 1.56701841e-02 2.32618572e-02
 1.65526676e-01 1.03100385e-01 1.52957475e-02 4.85253066e-02
 3.32946515e-02 8.95689068e-05 4.62364589e-02 8.18111119e-02
 2.07236576e-06 4.16693879e-03 5.60781851e-02 1.29753054e-02
 1.97485703e-01]",10
39,tw15_e700_b4_h150,15,700,150,"[1.54001812e-02 3.63379179e-02 5.37795110e-03 3.27220307e-03
 3.17407774e-02 5.98915747e-02 5.35682294e-02 6.92553948e-03
 3.00957771e-02 1.49566882e-05 1.60357628e-02 4.36642120e-05
 1.15688157e-02 9.08996822e-03 1.64232287e-02 6.66610263e-03
 2.32525790e-02 3.05981611e-02 8.30541896e-03 9.53547049e-04
 2.43178587e-02 2.93702553e-05 3.68377359e-03 4.46464498e-05
 9.06529895e-03 1.12614144e-02 5.78912807e-06 1.32866962e-02
 1.99445793e-02 5.39117039e-02 6.43304357e-04 3.63714586e-03
 1.75649524e-02 4.97770966e-03 2.16608620e-02 4.37565029e-03
 9.25928011e-04 1.70506015e-02 1.46078121e-02 1.43133784e-02
 2.24630025e-02 6.07597745e-02 5.96511377e-03 7.58666559e-06
 1.45265779e-02 6.97498228e-03 6.69727661e-02 3.84576165e-04
 7.15239081e-03 8.64698141e-03 1.13391029e-03 3.23145504e-03
 1.08815645e-01 1.41735489e-01 1.16354510e-02 1.05422700e-04
 7.32640399e-03 4.20249679e-03 3.43487236e-02 2.60339889e-03
 4.08666898e-06 4.39850475e-03 1.99815898e-03 4.42882326e-04
 1.20257540e-01 2.21587819e-01 6.22451190e-02 3.23264613e-03
 4.64492663e-02 1.20862777e-02 6.96143789e-02 1.11742922e-02
 1.73551553e-03 2.94872255e-04 1.40344785e-02 4.22940592e-05
 8.47387215e-02 2.19915260e-01 6.08836059e-02 2.80588953e-05
 5.72829971e-02 3.01826117e-03 8.39160825e-02 8.16613184e-03
 9.84764345e-04 3.81858703e-03 2.22762833e-02 1.24472601e-03
 4.75065616e-02 2.05256708e-01 4.23139976e-02 1.76657846e-04
 5.70756300e-02 2.87484764e-04 7.27791955e-02 4.90976775e-04
 1.24978007e-02 3.44436703e-03 2.60385438e-02 2.24378295e-03
 5.40668181e-02 4.73180609e-01 1.92959902e-02 1.83620629e-04
 2.69158243e-02 4.85675812e-04 6.14187209e-02 3.14520608e-03
 2.83229950e-02 1.68861161e-02 8.21467111e-05 7.45198890e-04
 1.40621334e-01 8.31509348e-01 1.14112059e-01 4.89735218e-03
 1.21273478e-02 1.98663254e-02 1.98869457e-01 5.28941209e-02
 1.55190063e-03 3.90781705e-02 1.74268087e-02 1.49526029e-02
 5.44803301e-01 1.30074911e+00 1.18054389e-01 1.03919641e-01
 1.06540723e-03]",4
40,tw15_e700_b4_h200,15,700,200,"[1.77470965e-02 3.31923494e-02 1.87356133e-03 2.03098725e-03
 2.93176779e-02 5.58061692e-02 4.11645854e-02 5.95268156e-03
 7.48827129e-03 8.56851096e-03 2.64808325e-02 1.53697242e-03
 1.95164385e-02 6.89494851e-03 7.76559374e-03 3.17951475e-03
 2.16603356e-02 3.42395138e-02 9.31857415e-03 5.46089055e-07
 5.72268451e-03 4.13944326e-03 1.04167830e-02 4.54066834e-03
 2.01716407e-02 1.27645092e-02 4.15780213e-04 1.07871639e-02
 2.37261392e-02 4.95354822e-02 3.48318288e-04 1.18081383e-03
 3.53074225e-03 7.79984632e-03 2.16164789e-02 2.07040986e-04
 1.18707235e-02 5.45609916e-02 2.56277869e-02 4.51355207e-04
 4.93120745e-03 5.60656165e-02 5.41728378e-03 7.67320105e-04
 5.64340425e-03 2.62359829e-03 3.46591401e-02 8.44809625e-06
 2.05378958e-02 4.86328251e-02 2.66042508e-02 3.17260674e-03
 3.74009012e-02 2.46231291e-02 5.57406573e-04 8.31027525e-04
 4.70463515e-03 1.58485364e-04 1.84093913e-02 2.87369565e-04
 1.19023904e-02 4.97692314e-02 9.71228299e-03 2.57543913e-05
 4.99084524e-02 1.11472753e-02 2.17250300e-03 3.79836841e-03
 2.33283337e-02 5.92907378e-06 1.42360902e-02 1.89434814e-04
 1.98365639e-02 4.69914443e-02 3.53902230e-05 4.73141064e-05
 3.55110133e-02 3.35235508e-02 1.00674774e-04 6.61480181e-05
 2.78159644e-02 1.45696055e-04 2.54917570e-02 3.56571761e-03
 2.50845400e-02 4.55809085e-02 6.72803323e-03 2.81787110e-04
 7.92242540e-02 1.50897695e-01 6.04899200e-03 6.72632951e-05
 3.17170667e-02 1.68700679e-05 4.11520661e-02 5.95716108e-04
 2.92766384e-02 1.88262233e-02 1.65279052e-02 1.08550204e-04
 1.05123441e-01 4.09020524e-01 2.66338585e-05 2.17765308e-04
 2.58129040e-02 3.48181288e-03 3.94329972e-02 1.61805775e-03
 5.39646947e-02 3.16287067e-02 1.80990380e-03 6.21279072e-06
 2.21689274e-01 5.34855349e-01 1.61898576e-03 6.51580038e-03
 5.09633784e-02 1.16468917e-04 7.66214733e-02 3.93706841e-03
 8.26907113e-04 5.23846984e-02 1.19467283e-02 2.21449895e-03
 4.23764246e-01 3.45176673e-01 3.08757715e-02 5.44371610e-02
 5.57303612e-02]",4
41,tw15_e700_b4_h250,15,700,250,"[1.05366404e-02 4.50195255e-02 5.85701113e-03 8.06609552e-03
 5.05953767e-02 6.97999876e-02 3.71036275e-02 7.99183662e-03
 2.82716569e-03 1.25709685e-02 2.99186198e-02 1.48514368e-03
 2.67447876e-02 1.49882649e-02 2.39565994e-02 1.25290083e-02
 4.00158874e-02 5.20854230e-02 2.35817118e-02 4.31148606e-03
 2.33709202e-03 5.76156377e-03 1.52114938e-02 1.08239675e-02
 3.38243615e-02 2.88619594e-02 4.01173390e-03 4.42177792e-02
 5.97846348e-02 7.55945841e-02 3.82975295e-04 3.51585299e-04
 7.51871300e-03 6.52698287e-03 3.16461467e-02 7.63962186e-06
 8.32437119e-03 4.31756509e-02 4.75456999e-02 2.86238761e-02
 3.75005158e-02 8.33427855e-02 2.49327040e-03 3.13571278e-04
 1.18799534e-02 2.55905044e-03 5.08937752e-02 4.84806672e-05
 1.97510571e-02 3.68334284e-02 3.26813468e-02 3.50522503e-02
 1.54918064e-01 7.31057662e-02 1.07435024e-02 2.15067716e-05
 8.18512577e-03 4.41585596e-03 4.13280421e-02 4.51814994e-04
 1.10650237e-03 1.63314391e-02 5.03539564e-03 1.64050900e-02
 2.19861717e-01 1.21794015e-01 6.87823490e-03 8.66809276e-04
 2.72959324e-02 3.41295066e-03 3.87231175e-02 3.59809259e-03
 1.80215523e-03 1.04060531e-02 3.42148156e-04 9.55677420e-03
 1.39696504e-01 1.63316714e-01 1.85516511e-03 2.42548683e-05
 3.04928530e-02 1.83092381e-04 5.03460645e-02 3.59026308e-03
 1.07868195e-02 1.91837565e-02 7.23388807e-03 7.72731951e-04
 9.59731034e-02 2.36367653e-01 1.46837387e-02 9.94674250e-06
 3.80183231e-02 2.19647035e-04 6.68977091e-02 3.08992860e-04
 1.26909230e-02 4.30599681e-03 1.75833395e-02 1.15433743e-05
 1.11716072e-01 5.72387517e-01 6.93398958e-04 3.50093740e-06
 4.43962191e-02 3.87170434e-03 6.50702306e-02 1.83731183e-03
 1.81179178e-02 6.92400187e-03 1.05237348e-04 1.37888464e-04
 1.82127216e-01 8.08117766e-01 1.23188539e-03 2.12917557e-03
 7.02881362e-02 1.98968063e-03 1.87661099e-01 2.28715021e-03
 2.84849125e-02 1.12115573e-02 1.38813896e-02 1.14289304e-02
 4.41947692e-01 8.25278384e-01 1.69714193e-02 2.05557887e-02
 5.43448536e-02]",4
42,tw15_e800_b10_h150,15,800,150,"[2.79045270e-03 3.26183630e-01 2.65809280e-04 1.84054237e-01
 9.67587431e-03 3.36355291e-04 8.88809849e-02 1.62947170e-01
 1.79388329e-02 7.79160758e-06 1.09411958e-03 6.63699391e-03
 2.28734148e-01 1.64310338e-03 1.79817773e-01 8.20364093e-04
 9.02029490e-03 8.52087818e-02 1.42716505e-01 5.45579983e-02
 4.47334735e-03 6.19113937e-03 8.76424726e-03 6.83305326e-03
 8.62968996e-02 1.20000078e-03 7.42641972e-02 4.68687204e-02
 7.13959797e-02 1.52798838e-01 6.26554710e-02 9.59961760e-03
 3.28197349e-02 9.41698092e-03 2.52943666e-03 3.12114728e-02
 4.24158288e-04 6.48583087e-02 3.02321112e-03 1.49940302e-02
 1.93584910e-02 4.96066531e-02 1.02669439e-02 4.62683204e-05
 1.87819763e-02 3.43931460e-04 2.23217836e-02 1.18763389e-03
 9.00591612e-03 4.49244329e-03 4.96446344e-05 2.85623067e-03
 9.04335257e-03 3.52498990e-02 1.23459093e-02 1.46649089e-06
 2.36163781e-02 9.54463870e-04 1.25677743e-02 5.21176674e-04
 1.21867170e-02 1.60148469e-02 3.34212458e-03 2.86655472e-02
 5.17378430e-05 1.05741514e-02 6.37683927e-03 2.92142218e-04
 5.01422430e-02 6.83586197e-03 1.77467269e-03 2.15919513e-03
 1.12832692e-02 2.09360045e-02 1.69519291e-03 9.23272613e-03
 1.58867786e-05 2.31542001e-02 2.16254097e-02 9.24791161e-04
 6.64696670e-02 3.11225454e-02 2.37609758e-04 2.70369817e-02
 2.14988805e-03 1.20560984e-02 3.15951678e-03 1.96594967e-03
 5.40200576e-03 9.48840931e-02 9.16517220e-02 2.50494075e-02
 3.29276940e-02 1.89876410e-02 8.39132444e-04 1.13293418e-02
 9.97902675e-03 1.22773149e-02 2.27836901e-03 1.09912124e-03
 1.13100192e-02 3.01511854e-01 2.03675268e-01 1.10960607e-01
 4.75132642e-05 5.65661490e-03 4.92471826e-03 2.66910417e-02
 2.66937776e-03 9.20239899e-04 2.15443810e-03 2.65891887e-02
 1.49218321e-04 1.54946124e-01 1.27321801e-01 6.02828750e-02
 1.46311389e-02 1.70766593e-02 5.89075621e-05 2.34666813e-02
 6.08899293e-02 3.47868015e-02 1.40482365e-01 3.32186300e-01
 1.19878990e-01 2.66536971e-03 5.56874612e-03 4.36103637e-02
 1.78228176e-02]",10
